subject,list,object,objectPair,condition,responses,afc,pas,pas2
27,4,141,155,3,bag,1,NA,3
27,4,14,139,4,binoculars,1,3,NA
27,4,119,7,3,capsule,1,3,3
27,4,2,187,2,bag,1,3,2
27,4,76,113,1,cheese rater,1,3,3
27,4,50,80,4,nightable,1,NA,0
27,5,32,122,4,chain,1,0,NA
27,5,71,20,2,fishing rod,1,3,3
27,5,98,78,3,bells,1,3,3
27,5,150,156,1,kettle,1,3,3
27,5,88,40,1,pan,1,3,3
27,5,44,43,4,crib,1,3,3
27,5,103,11,3,rug,1,3,3
27,5,143,128,2,bag,1,3,3
27,5,78,98,3,sweater,1,3,3
27,5,43,44,4,crayon,1,3,3
27,5,20,71,2,briefcase,1,NA,0
27,5,122,32,4,lure,1,NA,NA
27,5,128,143,2,bag,1,2,2
27,5,156,150,1,ice cube tray,0,0,NA
27,5,40,88,1,cabinet,0,3,3
27,5,11,103,3,bag,1,2,2
27,6,154,176,2,spoon,1,3,0
27,6,174,131,4,pant,1,3,3
27,6,165,45,2,cutting board,1,3,NA
27,6,62,123,3,watering can,1,3,NA
27,6,13,16,1,folder,1,3,3
27,6,72,89,1,blanket,1,0,NA
27,6,79,59,4,sunglasses,1,NA,3
27,6,104,1,3,rolling pin,1,3,2
27,6,89,72,1,sponge,0,2,3
27,6,176,154,2,paper slip,1,2,3
27,6,45,165,2,turn table,0,3,3
27,6,59,79,4,pot,1,3,2
27,6,16,13,1,book,0,NA,3
27,6,131,174,4,glove,1,NA,3
27,6,1,104,3,kettle,1,3,3
27,6,123,62,3,helmet,1,3,3
27,7,172,170,3,pan,1,2,2
27,7,145,15,4,router,1,0,NA
27,7,58,74,2,cd,1,3,3
27,7,53,23,1,wall,0,NA,NA
27,7,60,191,3,ethernet cord,1,3,3
27,7,90,57,1,speaker,0,NA,NA
27,7,188,186,4,vinyl,1,3,3
27,7,117,135,2,clothes pin,1,3,3
27,7,191,60,3,garden hose,1,3,2
27,7,15,145,4,bowl,1,NA,0
27,7,57,90,1,hardware,1,3,3
27,7,135,117,2,axe,1,3,3
27,7,74,58,2,wheel,1,3,3
27,7,23,53,1,bucket,1,3,2
27,7,170,172,3,notebook,1,2,2
27,7,186,188,4,lantern,1,3,3
27,8,144,140,2,marker,1,3,NA
27,8,159,162,1,utensil,0,2,NA
27,8,81,96,3,stroller,1,3,3
27,8,151,97,3,key,1,2,3
27,8,157,33,2,axe,0,3,3
27,8,39,18,1,scale,1,2,3
27,8,73,68,4,toothbrush,1,3,2
27,8,8,153,4,bed,1,3,1
27,8,18,39,1,scale,1,3,3
27,8,97,151,3,scissors,1,3,3
27,8,153,8,4,knife,1,2,3
27,8,68,73,4,vase,1,NA,NA
27,8,140,144,2,hammer,1,3,NA
27,8,33,157,2,chair,1,NA,3
27,8,96,81,3,truck,1,0,2
27,8,162,159,1,keys,1,NA,3
28,1,177,179,1,towel,0,0,0
28,1,3,6,3,ball,0,1,1
28,1,124,100,2,pen,1,3,3
28,1,118,115,4,rug,1,3,3
28,1,161,163,2,marker,1,3,3
28,1,86,29,3,purse,1,2,2
28,1,107,64,1,timer,0,NA,0
28,1,181,184,4,clipboard,1,3,3
28,1,100,124,2,satallite,1,3,3
28,1,29,86,3,lamp,1,2,1
28,1,179,177,1,rug,1,NA,NA
28,1,6,3,3,white box,1,2,1
28,1,184,181,4,mailbox,1,3,3
28,1,163,161,2,bag,1,3,3
28,1,64,107,1,clock,0,0,NA
28,1,115,118,4,pillow,1,3,3
28,2,111,125,4,wire,1,3,3
28,2,189,19,4,ink pen,1,3,3
28,2,85,25,3,keyboard,0,3,2
28,2,37,112,3,comb,1,NA,3
28,2,166,129,1,pen,0,0,NA
28,2,137,28,2,candle,0,1,3
28,2,183,185,2,tablr,0,3,3
28,2,102,110,1,microphone,0,3,NA
28,2,125,111,4,wine opener,1,NA,3
28,2,129,166,1,knot,1,3,NA
28,2,25,85,3,calculator,1,1,3
28,2,112,37,3,rake,1,2,3
28,2,19,189,4,bracelet,1,1,3
28,2,185,183,2,microphone,0,3,3
28,2,28,137,2,candle,1,0,3
28,2,110,102,1,axe,0,3,0
28,3,61,121,3,can,0,3,2
28,3,192,133,2,ladder,1,3,3
28,3,147,146,3,nail clipper,1,3,3
28,3,126,167,2,idk,0,NA,0
28,3,31,47,4,cell phone,1,NA,NA
28,3,52,26,4,trash can,0,3,3
28,3,66,95,1,idk,1,2,3
28,3,30,69,1,rod,0,3,3
28,3,133,192,2,air conditioner,1,0,NA
28,3,26,52,4,idk,1,3,3
28,3,47,31,4,white box,1,3,3
28,3,167,126,2,swiss army knife,1,3,2
28,3,95,66,1,bag,0,3,3
28,3,121,61,3,cup,1,3,3
28,3,69,30,1,umbrella,0,3,3
28,3,146,147,3,door hanger,0,NA,NA
28,4,34,4,3,board,1,3,3
28,4,187,2,4,backpack,0,3,NA
28,4,113,76,3,iron,0,3,2
28,4,7,119,1,battery,0,NA,0
28,4,139,14,2,bobby pin,1,2,3
28,4,99,56,4,white sheet,1,NA,3
28,4,80,50,2,phone,0,3,3
28,4,155,141,1,idk,0,3,0
28,4,50,80,2,wood,1,3,3
28,4,14,139,2,headphones,1,2,3
28,4,141,155,1,bag,1,NA,3
28,4,56,99,4,white,1,3,3
28,4,4,34,3,bandana,1,0,2
28,4,2,187,4,pin,0,3,NA
28,4,76,113,3,grater,0,3,NA
28,4,119,7,1,makrer,0,3,NA
28,5,44,43,2,air conditoner,1,2,3
28,5,143,128,4,high heels,1,NA,0
28,5,103,11,1,knitted basket,1,3,3
28,5,150,156,3,plastic,0,NA,0
28,5,98,78,1,dress,1,0,NA
28,5,32,122,2,chain,1,3,3
28,5,88,40,3,spoon,1,NA,0
28,5,71,20,4,steel,1,3,3
28,5,122,32,2,fish hook,1,3,2
28,5,40,88,3,stov,0,0,3
28,5,20,71,4,stove,0,3,3
28,5,43,44,2,cigarette,1,NA,3
28,5,78,98,1,scarf,0,2,2
28,5,11,103,1,mat,0,3,3
28,5,128,143,4,life jacket,1,3,3
28,5,156,150,3,ice cube tray,1,3,3
28,6,13,16,3,folder,1,3,1
28,6,104,1,1,spray,0,2,3
28,6,154,176,4,spoon,1,3,3
28,6,174,131,2,gloves,0,3,3
28,6,79,59,2,clip,0,3,2
28,6,165,45,4,mouse trap,1,3,3
28,6,72,89,3,towel,1,3,2
28,6,62,123,1,flask,0,0,0
28,6,59,79,2,iron,0,2,1
28,6,45,165,4,circular table,1,NA,NA
28,6,123,62,1,black,0,3,0
28,6,176,154,4,paper clip,1,3,NA
28,6,1,104,1,white plastic,0,0,2
28,6,89,72,3,sponge,1,3,NA
28,6,131,174,2,gloves,0,3,3
28,6,16,13,3,book,1,0,3
28,7,60,191,1,cable,1,NA,NA
28,7,117,135,4,airplane,1,NA,NA
28,7,90,57,3,speakers,1,2,3
28,7,188,186,2,ball,1,2,1
28,7,172,170,1,notebook,0,3,3
28,7,58,74,4,cd,1,3,3
28,7,145,15,2,compute,1,1,3
28,7,53,23,3,folder,0,3,2
28,7,135,117,4,steel,1,1,0
28,7,15,145,2,oven,0,2,0
28,7,186,188,2,lamp,1,NA,NA
28,7,23,53,3,basket,1,3,3
28,7,170,172,1,notebook,0,0,0
28,7,74,58,4,wheel,1,3,3
28,7,57,90,3,computer chip,1,0,3
28,7,191,60,1,cables,0,3,3
28,8,39,18,3,book,0,3,3
28,8,73,68,2,vase,0,0,3
28,8,8,153,2,bed,1,0,0
28,8,157,33,4,axe,1,3,3
28,8,159,162,3,vaccum,1,3,3
28,8,81,96,1,baby holder,0,NA,2
28,8,151,97,1,scissor,0,0,2
28,8,144,140,4,marker,1,NA,0
28,8,96,81,1,wheel,0,1,3
28,8,97,151,1,scissor,0,NA,NA
28,8,162,159,3,iron,0,3,NA
28,8,153,8,2,knife,0,3,2
28,8,140,144,4,hammer,1,2,3
28,8,33,157,4,chair,1,3,3
28,8,18,39,3,box,1,3,3
28,8,68,73,2,vase,1,3,NA
29,1,177,179,2,athletic tape,1,3,3
29,1,107,64,2,watch,0,3,3
29,1,124,100,3,frying pan,1,2,1
29,1,181,184,1,ring,0,NA,NA
29,1,86,29,4,bag,0,3,2
29,1,118,115,1,dress,0,NA,NA
29,1,3,6,4,ball,0,3,2
29,1,161,163,3,stick,1,2,3
29,1,29,86,4,hookah,1,2,2
29,1,6,3,4,pipe,1,3,3
29,1,163,161,3,steering,1,2,1
29,1,179,177,2,basket,0,3,3
29,1,64,107,2,watch,1,3,3
29,1,184,181,1,mat,0,NA,NA
29,1,115,118,1,ball,0,NA,NA
29,1,100,124,3,solar panel,1,2,3
29,2,137,28,3,phone,0,2,1
29,2,166,129,2,rod,1,3,3
29,2,183,185,3,bag,0,2,2
29,2,189,19,1,pipe,1,NA,NA
29,2,102,110,2,shoe,0,1,3
29,2,37,112,4,comb,1,NA,3
29,2,85,25,4,tripod,1,1,2
29,2,111,125,1,dress,1,3,NA
29,2,28,137,3,food,1,3,2
29,2,125,111,1,snake,0,3,NA
29,2,19,189,1,baloon,1,NA,NA
29,2,112,37,4,saddle,1,3,1
29,2,185,183,3,chair,0,NA,2
29,2,110,102,2,bag,0,3,2
29,2,25,85,4,calculator,1,2,3
29,2,129,166,2,knot,1,3,3
29,3,147,146,4,plier,1,2,1
29,3,61,121,4,goblet,0,1,1
29,3,192,133,3,ladder,1,NA,NA
29,3,126,167,3,phone,0,2,1
29,3,66,95,2,mat,0,3,3
29,3,31,47,1,calculator,0,2,2
29,3,52,26,1,nose,0,3,3
29,3,30,69,2,umbrella,0,2,3
29,3,167,126,3,clipper,1,3,3
29,3,95,66,2,recorder,0,2,1
29,3,26,52,1,stick,0,NA,3
29,3,69,30,2,ball,0,NA,NA
29,3,146,147,4,tool,1,3,3
29,3,133,192,3,leaf,1,NA,NA
29,3,47,31,1,phone,0,3,3
29,3,121,61,4,mug,1,1,2
29,4,155,141,2,battery,0,1,0
29,4,7,119,2,battery,1,1,3
29,4,99,56,1,baterry,1,NA,0
29,4,139,14,3,stick,0,3,3
29,4,80,50,3,radio,0,3,NA
29,4,34,4,4,phone,1,1,3
29,4,187,2,1,shirt,0,NA,3
29,4,113,76,4,radi,1,3,NA
29,4,119,7,2,dress,1,3,3
29,4,76,113,4,tool,1,2,1
29,4,50,80,3,drawer,0,3,2
29,4,2,187,1,glass,1,NA,2
29,4,56,99,1,bool,0,2,1
29,4,14,139,3,camera,1,1,3
29,4,141,155,2,leg,0,3,3
29,4,4,34,4,dress,0,3,NA
29,5,103,11,2,rug,0,0,3
29,5,32,122,3,chain,1,3,3
29,5,88,40,4,pan,1,2,3
29,5,98,78,2,bowtie,0,1,3
29,5,150,156,4,teapot,0,3,3
29,5,71,20,1,photo,1,NA,NA
29,5,143,128,1,bag,0,3,3
29,5,44,43,3,comb,1,1,0
29,5,20,71,1,mug,1,0,0
29,5,40,88,4,shirt,0,3,3
29,5,43,44,3,stick,1,NA,0
29,5,156,150,4,ice cube holder,1,3,3
29,5,78,98,2,sweater,1,2,3
29,5,122,32,3,fish hook,1,3,3
29,5,128,143,1,bag,1,3,3
29,5,11,103,2,shirt,1,NA,NA
29,6,104,1,2,rolling pin,1,3,1
29,6,72,89,4,towel,1,0,1
29,6,174,131,3,shirt,1,3,3
29,6,62,123,2,watering pot,1,3,0
29,6,79,59,3,bag,0,NA,0
29,6,154,176,1,spoon,0,3,1
29,6,13,16,4,folder,1,3,3
29,6,165,45,1,book,0,3,0
29,6,1,104,2,teapot,1,0,3
29,6,89,72,4,scrubber,1,NA,3
29,6,176,154,1,musical instrument,1,3,2
29,6,131,174,3,towel,1,3,1
29,6,45,165,1,tool,0,3,3
29,6,123,62,2,table,1,0,1
29,6,59,79,3,sunglasses,0,3,2
29,6,16,13,4,book,1,3,2
29,7,188,186,3,record,0,0,2
29,7,53,23,4,box,0,0,NA
29,7,60,191,2,knot,1,0,NA
29,7,172,170,2,paint brush,0,3,3
29,7,90,57,4,speaker,1,3,3
29,7,58,74,1,light,1,3,3
29,7,145,15,3,radio,0,1,2
29,7,117,135,1,clipper,0,1,1
29,7,170,172,2,notebook,1,2,3
29,7,15,145,3,phone,0,1,2
29,7,57,90,4,processor,1,1,2
29,7,135,117,1,ball,1,3,3
29,7,186,188,3,pot,1,2,1
29,7,191,60,2,wire,1,3,2
29,7,74,58,1,wheel,0,2,NA
29,7,23,53,4,table,0,1,NA
29,8,8,153,3,bed,1,3,3
29,8,144,140,1,marker,1,NA,3
29,8,81,96,2,stroller,1,2,2
29,8,151,97,2,scissors,0,3,2
29,8,159,162,4,plier,1,NA,3
29,8,73,68,3,lamp,0,2,3
29,8,39,18,4,book,1,NA,0
29,8,157,33,1,tool,0,2,3
29,8,68,73,3,dress,1,3,NA
29,8,18,39,4,table,1,2,1
29,8,97,151,2,scissors,1,3,NA
29,8,33,157,1,book,0,1,1
29,8,153,8,3,stick,0,NA,0
29,8,162,159,4,teapot,1,3,3
29,8,96,81,2,truck,1,1,3
29,8,140,144,1,hammer,0,2,1
30,1,107,64,1,clock,0,NA,0
30,1,161,163,2,pen,0,3,3
30,1,177,179,1,case,0,NA,0
30,1,86,29,3,wheel,0,3,3
30,1,181,184,4,clip board,0,3,3
30,1,124,100,2,magnifying glass,1,3,3
30,1,3,6,3,plate,0,3,3
30,1,118,115,4,satellite,1,3,3
30,1,64,107,1,clock,1,0,0
30,1,163,161,2,tire,1,3,3
30,1,100,124,2,satellite,1,3,3
30,1,115,118,4,puzzle piece,1,3,3
30,1,179,177,1,towel,1,NA,NA
30,1,29,86,3,glass,0,3,2
30,1,6,3,3,faucet,1,1,1
30,1,184,181,4,mailbox,1,3,3
30,2,85,25,3,screw,1,3,0
30,2,183,185,2,bike,0,3,3
30,2,102,110,1,seat,1,0,NA
30,2,111,125,4,toy,1,3,3
30,2,137,28,2,candle,0,0,3
30,2,166,129,1,pipe,1,0,0
30,2,37,112,3,comb,1,3,3
30,2,189,19,4,pen,1,3,3
30,2,25,85,3,calculator,1,1,1
30,2,112,37,3,rake,1,3,3
30,2,125,111,4,cork screw,1,2,3
30,2,129,166,1,knot,0,3,NA
30,2,19,189,4,bracelet,1,3,3
30,2,28,137,2,candle,1,NA,3
30,2,110,102,1,tire,0,3,NA
30,2,185,183,2,shovel,1,3,3
30,3,52,26,4,deoderant,0,3,3
30,3,126,167,2,stove,1,3,3
30,3,192,133,2,ladder,1,1,1
30,3,66,95,1,purse,1,NA,NA
30,3,31,47,4,cell phone,1,3,3
30,3,147,146,3,nail clippers,1,3,3
30,3,30,69,1,cane,1,3,3
30,3,61,121,3,wine glass,0,0,NA
30,3,133,192,2,guitar,1,0,1
30,3,167,126,2,nail clippers,0,NA,0
30,3,47,31,4,camera,1,3,3
30,3,69,30,1,umbrella,0,3,3
30,3,26,52,4,camera,1,3,3
30,3,121,61,3,mug,0,3,3
30,3,95,66,1,keyboard,1,3,3
30,3,146,147,3,door,1,NA,NA
30,4,80,50,2,sundial,1,1,3
30,4,7,119,1,battery,0,3,0
30,4,113,76,3,radio,1,3,3
30,4,99,56,4,saw,1,NA,1
30,4,34,4,3,clock,0,3,3
30,4,187,2,4,jacket,1,NA,3
30,4,155,141,1,shoes,1,1,3
30,4,139,14,2,bobby pin,1,3,3
30,4,2,187,4,backpack,1,3,3
30,4,56,99,4,feather,1,3,1
30,4,4,34,3,purse,1,0,3
30,4,14,139,2,camera,1,3,0
30,4,119,7,1,binoculars,1,3,3
30,4,141,155,1,glass,0,3,3
30,4,50,80,2,dresser,1,NA,NA
30,4,76,113,3,cheese grater,0,3,0
30,5,150,156,3,mug,0,3,3
30,5,143,128,4,high heel,1,0,NA
30,5,98,78,1,dress,0,0,0
30,5,71,20,4,case,1,0,NA
30,5,88,40,3,pipe,1,1,2
30,5,103,11,1,rug,0,3,3
30,5,32,122,2,chain,1,3,3
30,5,44,43,2,lure,0,3,3
30,5,40,88,3,briefcase,0,1,1
30,5,128,143,4,lifejacket,0,3,3
30,5,20,71,4,briefcase,1,3,3
30,5,156,150,3,icetray,1,NA,0
30,5,122,32,2,lure,1,3,3
30,5,11,103,1,belt,0,3,3
30,5,78,98,1,sweater,1,3,3
30,5,43,44,2,crayon,1,3,3
30,6,79,59,2,glasses,1,2,3
30,6,165,45,4,mouse trap,1,NA,NA
30,6,174,131,2,glove,0,3,2
30,6,62,123,1,tea pot,1,3,3
30,6,72,89,3,towel,1,3,3
30,6,104,1,1,rolling pin,1,NA,3
30,6,13,16,3,binder,1,3,1
30,6,154,176,4,laddle,1,3,NA
30,6,176,154,4,paper clip,1,3,3
30,6,123,62,1,helmet,1,3,3
30,6,59,79,2,keys,1,3,NA
30,6,89,72,3,sponge,1,3,3
30,6,1,104,1,pot,1,1,3
30,6,131,174,2,gloves,1,3,NA
30,6,45,165,4,cutting board,1,0,3
30,6,16,13,3,book,1,0,3
30,7,53,23,3,vinyl,1,3,3
30,7,90,57,3,computer,1,3,3
30,7,117,135,4,airplane,1,3,3
30,7,172,170,1,circuit,1,2,1
30,7,60,191,1,wires,0,3,3
30,7,188,186,2,vinyl,1,3,3
30,7,145,15,2,computer,1,3,3
30,7,58,74,4,dvd,1,3,3
30,7,23,53,3,bucket,1,NA,NA
30,7,15,145,2,cd player,0,1,1
30,7,191,60,1,coax,0,NA,NA
30,7,57,90,3,circuit board,1,3,3
30,7,186,188,2,lantern,1,NA,NA
30,7,170,172,1,notebook,1,3,3
30,7,135,117,4,spoon,0,NA,NA
30,7,74,58,4,tire,1,3,3
30,8,81,96,1,cart,1,3,2
30,8,8,153,2,couch,1,3,3
30,8,144,140,4,marker,1,NA,3
30,8,73,68,2,brush,0,3,2
30,8,151,97,1,key,0,3,NA
30,8,157,33,4,axe,1,3,3
30,8,159,162,3,crowbar,1,3,NA
30,8,39,18,3,laptop,0,3,1
30,8,18,39,3,board,1,3,NA
30,8,140,144,4,hook,0,3,3
30,8,96,81,1,truck,1,NA,3
30,8,97,151,1,sciscors,0,3,3
30,8,153,8,2,bed,0,1,3
30,8,33,157,4,chair,1,1,3
30,8,162,159,3,mixer,1,NA,3
30,8,68,73,2,vase,1,NA,0
31,1,124,100,3,telescope,1,3,3
31,1,3,6,4,balloon,1,3,3
31,1,86,29,4,belt,1,3,3
31,1,118,115,1,dk,1,NA,0
31,1,181,184,1,recorder,0,NA,NA
31,1,161,163,3,dk,0,3,3
31,1,177,179,2,athelete tape,1,3,3
31,1,107,64,2,watch,1,3,3
31,1,184,181,1,dk,0,NA,0
31,1,115,118,1,purse,0,NA,3
31,1,179,177,2,athelete tape,0,3,3
31,1,6,3,4,bathroom,1,3,3
31,1,100,124,3,spaceship,1,3,3
31,1,64,107,2,watch,1,3,3
31,1,163,161,3,hairdryer,1,1,2
31,1,29,86,4,candle holder,1,3,3
31,2,85,25,4,chair,1,3,3
31,2,137,28,3,water bottle,1,0,2
31,2,102,110,2,cloth,0,3,2
31,2,111,125,1,dk,0,3,NA
31,2,37,112,4,brush,1,3,3
31,2,189,19,1,pen,1,3,NA
31,2,166,129,2,stick,1,3,3
31,2,183,185,3,locker,0,3,3
31,2,28,137,3,dk,1,2,2
31,2,25,85,4,calculator,1,NA,3
31,2,110,102,2,lazy chair,0,3,3
31,2,125,111,1,tool,0,3,0
31,2,185,183,3,locker,1,0,3
31,2,112,37,4,tool used in garden,1,3,2
31,2,129,166,2,belt,1,3,2
31,2,19,189,1,ring,0,3,0
31,3,61,121,4,glass cup,0,2,1
31,3,52,26,1,wallet,0,2,2
31,3,31,47,1,calculator,0,2,2
31,3,66,95,2,wallet,0,0,0
31,3,147,146,4,some kind of tool,1,NA,NA
31,3,126,167,3,sticker,0,3,3
31,3,30,69,2,umbrella,0,3,3
31,3,192,133,3,stair,1,2,3
31,3,47,31,1,dk,0,3,3
31,3,121,61,4,cup,1,3,NA
31,3,133,192,3,guiter,1,2,2
31,3,26,52,1,headphone,1,3,3
31,3,95,66,2,dk,1,NA,NA
31,3,146,147,4,thing used on door,1,0,0
31,3,69,30,2,umbrella,1,3,3
31,3,167,126,3,nail scissors,1,3,3
31,4,139,14,3,sticker,1,2,NA
31,4,155,141,2,d,1,3,3
31,4,7,119,2,battery,1,NA,3
31,4,99,56,1,knife,0,3,3
31,4,113,76,4,radio,1,3,2
31,4,80,50,3,clock,0,2,NA
31,4,187,2,1,cloth,0,NA,2
31,4,34,4,4,dk,1,3,NA
31,4,50,80,3,wooden desk,1,NA,3
31,4,76,113,4,something used for cooking,1,2,3
31,4,119,7,2,pot,1,0,2
31,4,2,187,1,dk,1,3,3
31,4,14,139,3,used for watering,1,0,3
31,4,141,155,2,dk,1,3,3
31,4,4,34,4,used for warming neck,1,1,3
31,4,56,99,1,dk,1,3,NA
31,5,98,78,2,rug,0,2,2
31,5,143,128,1,beg,0,3,3
31,5,32,122,3,rings,1,3,3
31,5,103,11,2,rug,1,3,3
31,5,88,40,4,cooking thing,1,2,2
31,5,44,43,3,heater,0,3,3
31,5,71,20,1,dk,1,NA,NA
31,5,150,156,4,heating pot,1,2,2
31,5,78,98,2,sweater,1,3,3
31,5,11,103,2,water beg,1,3,3
31,5,20,71,1,bottle,1,NA,NA
31,5,128,143,1,dk,0,NA,0
31,5,122,32,3,tool for fishing,1,NA,NA
31,5,43,44,3,painter,1,3,3
31,5,156,150,4,ice maker,1,3,3
31,5,40,88,4,dk,0,3,3
31,6,154,176,1,spoon,1,3,3
31,6,72,89,4,towel,1,2,3
31,6,174,131,3,underwear,1,0,2
31,6,62,123,2,teapot,1,NA,3
31,6,13,16,4,notebook,1,3,3
31,6,79,59,3,glass,1,2,3
31,6,165,45,1,wooden something,1,NA,3
31,6,104,1,2,rolling pin,1,3,2
31,6,45,165,1,plate,0,3,1
31,6,89,72,4,brick,1,3,NA
31,6,59,79,3,hammar,1,3,3
31,6,176,154,1,dk,0,2,NA
31,6,131,174,3,cloth on hand,1,3,3
31,6,1,104,2,teapot,1,3,3
31,6,123,62,2,dk,1,NA,NA
31,6,16,13,4,notebook,1,3,NA
31,7,60,191,2,rope,1,NA,NA
31,7,188,186,3,disc,1,3,3
31,7,172,170,2,knife,1,3,3
31,7,90,57,4,sound,1,NA,NA
31,7,58,74,1,phone,1,3,3
31,7,53,23,4,dk,1,3,2
31,7,145,15,3,music player,1,NA,0
31,7,117,135,1,dk,0,3,0
31,7,186,188,3,lighter,1,3,3
31,7,170,172,2,notebook,0,NA,NA
31,7,23,53,4,box,1,2,3
31,7,74,58,1,wheel,0,3,3
31,7,191,60,2,usb,1,3,3
31,7,135,117,1,dk,0,2,2
31,7,57,90,4,cpu,1,3,3
31,7,15,145,3,heater,1,1,2
31,8,8,153,3,bed,1,2,2
31,8,81,96,2,dk,0,3,2
31,8,73,68,3,teeth brush,1,3,NA
31,8,144,140,1,marker,1,3,3
31,8,151,97,2,scissors,0,2,NA
31,8,39,18,4,dk,0,3,2
31,8,157,33,1,axe,0,3,0
31,8,159,162,4,dk,1,0,3
31,8,97,151,2,scissors,1,3,3
31,8,96,81,2,truck,1,NA,3
31,8,153,8,3,lighter,1,3,2
31,8,33,157,1,chair,0,3,1
31,8,18,39,4,board,1,NA,NA
31,8,162,159,4,dk,0,2,2
31,8,68,73,3,bottle,1,NA,2
31,8,140,144,1,hammar,0,0,3
32,1,86,29,1,faucet,0,0,NA
32,1,177,179,3,toilet paper,1,1,1
32,1,181,184,2,no idea,1,3,3
32,1,3,6,1,earth,1,NA,0
32,1,161,163,4,marker,1,3,3
32,1,118,115,2,black,0,3,3
32,1,107,64,3,clock,0,2,1
32,1,124,100,4,idk,1,3,3
32,1,100,124,4,satellite,1,3,3
32,1,64,107,3,clock,1,3,3
32,1,163,161,4,idk,1,3,3
32,1,184,181,2,wall,1,3,3
32,1,179,177,3,bandage,1,2,2
32,1,115,118,2,grau,1,3,3
32,1,29,86,1,lamp,1,NA,NA
32,1,6,3,1,white,1,0,NA
32,2,183,185,4,fork,1,3,3
32,2,111,125,2,lightbulb,1,1,3
32,2,102,110,3,n oidea,1,3,2
32,2,189,19,2,vacuum,1,2,3
32,2,85,25,1,screw,0,3,0
32,2,37,112,1,comb,1,3,NA
32,2,137,28,4,flask,1,3,3
32,2,166,129,3,rod,1,NA,2
32,2,185,183,4,microphone,0,1,3
32,2,112,37,1,hoe,1,NA,NA
32,2,125,111,2,no idea,0,3,3
32,2,129,166,3,knot,1,3,2
32,2,28,137,4,candel,1,3,3
32,2,25,85,1,calculator,1,3,0
32,2,110,102,3,no idea,0,0,2
32,2,19,189,2,beads,0,NA,3
32,3,147,146,1,pan,1,2,1
32,3,66,95,3,fabric,0,NA,0
32,3,52,26,2,no idea,1,3,3
32,3,30,69,3,fishing pole,0,3,3
32,3,61,121,1,no idea,1,2,2
32,3,31,47,2,oven,1,0,NA
32,3,126,167,4,fireplace,1,3,3
32,3,192,133,4,ladder,1,3,3
32,3,121,61,1,mig,0,NA,0
32,3,146,147,1,coffee maker,1,2,2
32,3,133,192,4,no idea,1,2,1
32,3,47,31,2,no idea,0,3,3
32,3,167,126,4,dresser,0,0,0
32,3,26,52,2,candle,0,3,3
32,3,69,30,3,umbrella,1,3,2
32,3,95,66,3,guitar,0,3,3
32,4,7,119,3,battery,1,NA,3
32,4,113,76,1,dresser,0,3,3
32,4,187,2,2,shirt,0,1,3
32,4,139,14,4,i dont know what this thing is,1,2,NA
32,4,99,56,2,saw,1,0,3
32,4,80,50,4,sun dial,1,2,NA
32,4,155,141,3,not sure,0,3,1
32,4,34,4,1,idk,1,2,3
32,4,4,34,1,idk,0,3,3
32,4,50,80,4,dresser,1,3,3
32,4,56,99,2,idk,0,3,3
32,4,141,155,3,back pack,1,3,3
32,4,76,113,1,idk,0,0,NA
32,4,14,139,4,bobby pin,0,0,3
32,4,2,187,2,shirt,0,1,0
32,4,119,7,3,idk,1,3,1
32,5,71,20,2,idk,1,3,3
32,5,32,122,4,chains,1,3,3
32,5,98,78,3,sweater,0,NA,0
32,5,143,128,2,high heel,0,NA,NA
32,5,150,156,1,idk,0,3,3
32,5,44,43,4,kid bed,1,3,3
32,5,88,40,1,pan,0,3,3
32,5,103,11,3,idk,1,3,3
32,5,156,150,1,ice cube tray,1,0,NA
32,5,43,44,4,crayon,1,3,3
32,5,122,32,4,lure,1,3,3
32,5,128,143,2,idk,0,3,3
32,5,78,98,3,sweater,1,1,2
32,5,11,103,3,idk,1,1,2
32,5,40,88,1,idk,0,NA,NA
32,5,20,71,2,idk,1,3,3
32,6,174,131,4,glove,1,3,3
32,6,13,16,1,folder,0,2,1
32,6,62,123,3,tea kettle,1,NA,3
32,6,104,1,3,idk,0,3,1
32,6,154,176,2,laddle,1,3,0
32,6,79,59,4,sunglasses,1,3,3
32,6,72,89,1,sponge,0,3,3
32,6,165,45,2,odl,1,NA,0
32,6,16,13,1,idk,0,3,3
32,6,176,154,2,paper clip,1,3,1
32,6,59,79,4,odl,1,NA,3
32,6,89,72,1,sponge,0,3,0
32,6,131,174,4,glove,1,3,NA
32,6,45,165,2,idk,0,0,3
32,6,1,104,3,idk,1,2,3
32,6,123,62,3,idk,1,3,3
32,7,58,74,2,record,0,NA,NA
32,7,60,191,3,idk,1,3,3
32,7,188,186,4,record,1,3,3
32,7,90,57,1,router,0,3,3
32,7,117,135,2,idk,0,3,3
32,7,145,15,4,router,1,3,3
32,7,172,170,3,idk,0,0,NA
32,7,53,23,1,idk,0,3,1
32,7,74,58,2,wheel,1,0,NA
32,7,135,117,2,idk,1,1,1
32,7,23,53,1,bucket,0,1,1
32,7,186,188,4,lantern,1,3,3
32,7,191,60,3,pan,1,0,0
32,7,15,145,4,idk,0,3,3
32,7,57,90,1,speaker,0,3,1
32,7,170,172,3,note book,1,1,1
32,8,8,153,4,bed,1,3,3
32,8,151,97,3,scissors,0,3,3
32,8,159,162,1,no idea,0,1,1
